ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1960
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1965
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1970
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1975
ALB,\N,\N,\N,\N,\N,\N,\N,5.822144192707728,\N,\N,\N,\N,1980
ALB,\N,\N,\N,\N,\N,\N,\N,5.584954195616466,\N,\N,\N,\N,1985
ALB,28.645985401459882,\N,100.0,\N,\N,\N,\N,4.419545818478552,\N,\N,\N,\N,1990
ALB,28.290145985401477,\N,100.0,2.44377994537354,4.01275014877319,3.148767348506057,1.704684627241806,1.4406300852538458,\N,\N,\N,253000.0,1995
ALB,28.267882855269157,6.525001304,100.0,7.5296199999999995,6.4925675,8.83013989961022,1.7753074591143025,1.3187373954578079,22.95,\N,\N,468600.0,2000
ALB,28.465693787066602,5.8123043,100.0,12.364445,11.647275,12.734405536115432,12.64390244491948,1.6481250798176703,45.56,26.8757667541504,26.732366561889634,1141000.0,2005
ALB,28.26204397382528,5.944444832,100.0,10.06273,7.6348424999999995,15.336802747525544,19.665306082755656,1.465887774680292,248.06,32.57021942138672,26.85349960327148,2802800.0,2010
ALB,28.13941565743325,6.758817535,100.0,\N,\N,6.595074629211183,5.6208523221059545,1.1375656479219525,230.2,36.70000076293945,34.2799987792969,4165666.6666666665,2015
CYP,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1960
CYP,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1965
CYP,\N,\N,\N,21.227242469787598,21.770705223083475,8.114137862321568,0.15957060869278325,\N,\N,\N,\N,\N,1970
CYP,\N,\N,\N,30.689238357543957,30.62105636596682,13.74783161460114,2.7207777319672375,\N,\N,\N,\N,\N,1975
CYP,\N,\N,\N,31.313797760009784,30.93506202697754,19.589765678870897,6.510331911464547,\N,\N,\N,\N,\N,1980
CYP,\N,\N,\N,23.706838226318336,24.469128036499022,12.457732297887564,4.438047061322612,3.861707683685964,\N,\N,\N,\N,1985
CYP,17.663419979475282,\N,100.0,13.967308235168465,14.08436021804809,9.718049243905877,2.16331430330963,6.373407916115513,\N,4.15999984741211,5.42000007629395,\N,1990
CYP,18.231601797657078,\N,100.0,3.71706000963847,3.8784433205922433,8.034923061806717,2.353717998739924,4.1099657458360905,\N,\N,\N,2159000.0,1995
CYP,18.6261907800452,5.417008208,100.0,1.455808,1.197134,11.554737386469172,3.8926913907696523,2.409281066466028,186.0,7.866050124168398,9.78134989738465,2490600.0,2000
CYP,18.70649395567,5.653959104,100.0,\N,\N,17.65993373629522,0.021805906300009118,1.8138147710818178,400.82,11.074020004272448,11.713279914855972,2366400.0,2005
CYP,18.699566729657082,6.648960812,100.0,1.9958966666666669,1.5755733333333335,25.05460593833028,0.003266903421516817,1.680459731862382,774.52,30.808475494384776,28.8099002838135,2375200.0,2010
CYP,18.6888525496313,6.844104724999999,100.0,1.53204,1.26015,17.52462834530955,26.15439543348905,1.57751894887395,932.3499999999999,28.1234498023987,25.504174709320075,3166000.0,2015
GRC,\N,\N,\N,\N,\N,7.665947735469307,0.20691491996626266,4.10946988439821,\N,\N,\N,\N,1960
GRC,\N,\N,\N,\N,\N,7.678201622918364,0.8308198801269233,4.181565260462296,\N,\N,\N,\N,1965
GRC,\N,\N,\N,7.023120164871215,6.5964099168777475,11.71144936786583,5.231018630228869,4.123040882239126,\N,\N,\N,\N,1970
GRC,\N,\N,\N,6.042171955108642,4.375352001190186,19.522132944417898,8.611905506546297,5.670355500393799,\N,\N,\N,\N,1975
GRC,\N,\N,\N,7.046247959136961,6.197529983520508,25.76984451525484,10.571716556569209,5.206204352411782,\N,14.9981496334076,26.522500038146976,\N,1980
GRC,\N,\N,\N,7.997181987762451,7.542745971679684,14.465598174017066,7.191125317252665,4.20804084082866,\N,17.06329975128174,33.997619247436525,\N,1985
GRC,26.062063615205595,\N,100.0,11.028373908996583,11.069911956787113,9.547340896718547,7.933117944574812,3.619004670365436,\N,17.72022461891175,34.93270015716555,\N,1990
GRC,27.233514352211017,\N,100.0,8.090553855896008,7.233423995971675,7.369400676240135,7.8228019644434195,3.3490622257345555,\N,21.401720046997077,40.03330001831054,10502600.0,1995
GRC,28.40496508921648,7.919078723999999,100.0,1.9670680000000005,2.505888,13.8148169374564,9.608929610905935,2.9787420067667716,7230.45,19.27075004577635,35.58844947814942,13723000.0,2000
GRC,29.576415826221897,9.174848302000001,100.0,3.2883133333333334,5.15245,18.23432774965074,15.315933804637549,2.9014429102580923,10973.2,17.675379943847638,32.35401954650882,15564600.0,2005
GRC,30.74786656322732,8.781076416000001,100.0,1.8196679999999996,3.4108760000000005,32.95262179729366,34.87178214271236,2.4605832531603484,11915.66,43.064061355590844,55.37469940185546,17381000.0,2010
GRC,31.567881889728,8.32430306,100.0,1.4826233333333334,1.8232266666666668,25.841968998644173,30.817423079261076,2.4746021081351826,10960.599999999999,41.326924324035645,49.460724830627456,25197333.333333332,2015
ARG,\N,\N,\N,\N,\N,6.779295306973207,0.778576847763739,1.8360000000000003,\N,\N,\N,\N,1960
ARG,\N,\N,\N,\N,\N,8.370022410611343,0.656828007276604,1.452242857142858,\N,\N,\N,\N,1965
ARG,\N,\N,\N,4.462419986724855,3.77547001838684,7.463370877230434,0.3451817493298134,1.8034069422640862,\N,\N,\N,\N,1970
