ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1960,1
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1961,2
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1962,3
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1963,4
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1964,5
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1965,6
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1966,7
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1967,8
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1968,9
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1969,10
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1970,11
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1971,12
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1972,13
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1973,14
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1974,15
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1975,16
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1976,17
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1977,18
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1978,19
ALB,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1979,20
ALB,\N,\N,\N,\N,\N,\N,\N,6.05202163275818,\N,\N,\N,\N,1980,21
ALB,\N,\N,\N,\N,\N,\N,\N,5.84831705344366,\N,\N,\N,\N,1981,22
ALB,\N,\N,\N,\N,\N,\N,\N,5.65159574468085,\N,\N,\N,\N,1982,23
ALB,\N,\N,\N,\N,\N,\N,\N,5.44128198995456,\N,\N,\N,\N,1983,24
ALB,\N,\N,\N,\N,\N,\N,\N,6.11750454270139,\N,\N,\N,\N,1984,25
ALB,\N,\N,\N,\N,\N,\N,\N,5.65142619937141,\N,\N,\N,\N,1985,26
ALB,\N,\N,\N,\N,\N,\N,\N,5.62618650405569,\N,\N,\N,\N,1986,27
ALB,\N,\N,\N,\N,\N,\N,\N,5.86222892264873,\N,\N,\N,\N,1987,28
ALB,\N,\N,\N,\N,\N,\N,\N,5.61731662843362,\N,\N,\N,\N,1988,29
ALB,\N,\N,\N,\N,\N,\N,\N,5.16761272357288,\N,\N,\N,\N,1989,30
ALB,28.7883207223711,\N,100,\N,\N,\N,\N,5.8883007196812,\N,\N,\N,\N,1990,31
ALB,28.7171523936474,\N,100,\N,\N,\N,\N,5.79127042184833,\N,\N,\N,\N,1991,32
ALB,28.6459862924841,\N,100,\N,\N,\N,\N,4.6708878237371,\N,\N,\N,\N,1992,33
ALB,28.5748179637603,\N,100,\N,\N,\N,\N,3.19945106674965,\N,\N,\N,\N,1993,34
ALB,28.5036496350365,\N,100,\N,\N,\N,\N,2.54781906037648,\N,\N,\N,\N,1994,35
ALB,28.4324813063127,\N,100,\N,\N,\N,\N,2.05358735905793,\N,\N,\N,304000,1995,36
ALB,28.361312977589,\N,100,\N,\N,2.44233126625145,2.85921784746074,1.37902962734156,\N,\N,\N,287000,1996,37
ALB,28.2901468764257,\N,100,\N,\N,2.91515590090316,0.812082229961594,1.28308078036268,\N,\N,\N,119000,1997,38
ALB,28.2189785477019,\N,100,\N,\N,3.63059226219479,1.16927644792172,1.23824256064749,\N,\N,\N,184000,1998,39
ALB,28.1478102189781,\N,100,2.44377994537354,4.01275014877319,3.60698996467483,1.97816198362317,1.24921009885957,\N,\N,\N,371000,1999,40
